movie_title,username,rating,review_text,processed_text,reference_label,label_annotator_a,label_annotator_b,final_label,label_notes
Dan Da Dan: Tà Nhãn,Phương Trung Kiên,8,cắt ngay khúc gay cấn nên -2,cắt ngay khúc gay cấn nên -2,3,2,2,2,full_agreement
Quỷ Tha Ma Bắt,Ngochung138,1,Phim hay :)),phim hay :,0,0,0,0,full_agreement
Colorful Stage! Một Miku Không Thể Hát,Bangmcvn,10,Kiệt tác nghệ thuật 😭💗,kiệt tác nghệ thuật,4,2,2,2,full_agreement
Colorful Stage! Một Miku Không Thể Hát,ngocthao27,10,xem 3 lần vẫn thấy hay vclllllllll,xem 3 lần vẫn thấy hay vclllllllll,4,2,2,2,full_agreement
Colorful Stage! Một Miku Không Thể Hát,Kapevole,10,Tuyệt đối điện ảnh (nổi cmn hết da gà),tuyệt đối điện ảnh nổi cmn hết da gà,4,2,2,2,full_agreement
Colorful Stage! Một Miku Không Thể Hát,LuckyPanda,10,Nhạc phim quá đỉnh.,nhạc phim quá đỉnh.,4,2,2,2,full_agreement
Colorful Stage! Một Miku Không Thể Hát,Ông Thị Diễm Xuân,10,"Hài lòng vô cùng. Thanh toán dễ dàng mà còn nhanh. Với lại phương thức không rườm rà mà đơn giản. Xem phim rất oki, không bị lỗi và còn được nhận quà!! Bị mê thiệt nha. Giá học sinh sinh viên lắm nha. Tôi thích coi ở Đống Đa!","hài lòng vô cùng. thanh toán dễ dàng mà còn nhanh. với lại phương thức không rườm rà mà đơn giản. xem phim rất oki, không bị lỗi và còn được nhận quà!! bị mê thiệt nha. giá học sinh sinh viên lắm nha. tôi thích coi ở đống đa!",4,2,2,2,full_agreement
Bộ 5 Siêu Đẳng Cấp,Nguyễn Thị Hồng Nhung,6,"Với cá nhân mình phim không có nội dung không có gì đặc sắc, đặc biệt nếu là bản phụ đề có lẽ sẽ hay hơn lồng tiếng.","với cá nhân mình phim không có nội dung không có gì đặc sắc, đặc biệt nếu là bản phụ đề có lẽ sẽ hay hơn lồng tiếng.",2,1,1,1,full_agreement
Bộ 5 Siêu Đẳng Cấp,Điền Thị Mai Trinh,10,Hay quá chừng luôn á,hay quá chừng luôn á,4,2,2,2,full_agreement
Bộ 5 Siêu Đẳng Cấp,truong minh triet,10,"Phim hay giải trí , mình rất thích cảm ơn moveek","phim hay giải trí , mình rất thích cảm ơn moveek",4,2,2,2,full_agreement
Bộ 5 Siêu Đẳng Cấp,Duy Phạm,6,Lồng tiếng phá nát cả bộ phim,lồng tiếng phá nát cả bộ phim,2,1,1,1,full_agreement
28 Năm Sau: Hậu Tận Thế,Minh tran,1,"Illogical and the most nonsense, boring movie that i have ever watch! Wasted money","illogical and the most nonsense, boring movie that i have ever watch! wasted money",0,0,0,0,full_agreement
28 Năm Sau: Hậu Tận Thế,Pham Mai Khanh,10,"Một phim nghệ thuật tuyệt vời mang tính tri ân điện ảnh, giải thiêng giá trị của các phim zombie kinh điển trước đó","một phim nghệ thuật tuyệt vời mang tính tri ân điện ảnh, giải thiêng giá trị của các phim zombie kinh điển trước đó",4,2,2,2,full_agreement
28 Năm Sau: Hậu Tận Thế,anan681,9,"Xứng đáng là phim kinh dị nhất năm 2025 (tính đến tháng 6). Ko thích hợp với những ai gu kinh dị nặng, mong muốn những tình huống giật gân, kịch tính lắm, bộ phim có cách nhìn nhận về thế giới hậu tận thế, cái chết và thảm hoạ 1 cách khác lạ, ko phải ai cũng sẽ thích.","xứng đáng là phim kinh dị nhất năm 2025 tính đến tháng 6 . ko thích hợp với những ai gu kinh dị nặng, mong muốn những tình huống giật gân, kịch tính lắm, bộ phim có cách nhìn nhận về thế giới hậu tận thế, cái chết và thảm hoạ 1 cách khác lạ, ko phải ai cũng sẽ thích.",4,2,2,2,full_agreement
28 Năm Sau: Hậu Tận Thế,diepnguyentam,10,"Memento mori.
Hiển nhiên, trong thời kỳ hậu tận thế, cái chết thường đến nhanh và có nhiều cách để chết, nhưng có lẽ cách tốt nhất đó là được chết bình yên bên cạnh người mà ta yêu thương. Hậu tận thế hay xác sống các thứ chỉ là bối cảnh để bộ phim truyền tải một thông điệp quan trọng hơn về ý nghĩa của sự sống và cái chết.","memento mori. hiển nhiên, trong thời kỳ hậu tận thế, cái chết thường đến nhanh và có nhiều cách để chết, nhưng có lẽ cách tốt nhất đó là được chết bình yên bên cạnh người mà ta yêu thương. hậu tận thế hay xác sống các thứ chỉ là bối cảnh để bộ phim truyền tải một thông điệp quan trọng hơn về ý nghĩa của sự sống và cái chết.",4,2,2,2,full_agreement
28 Năm Sau: Hậu Tận Thế,Lưu Hải Đăng,5,"Mạch phim cần liên kết hơn, xây dựng nhân vật cần chỉn chu và tránh gượng gạo. Nhiều yếu tố cũng cần thể hiện hợp lý!","mạch phim cần liên kết hơn, xây dựng nhân vật cần chỉn chu và tránh gượng gạo. nhiều yếu tố cũng cần thể hiện hợp lý!",2,1,0,1,resolved_by_rating
28 Năm Sau: Hậu Tận Thế,Nguyễn Thành Đạt,10,"Phim hay, tập trung cao về các tình huống, nhân cách con người, nhiều tình huống kịch tính, đáng đồng tiền.","phim hay, tập trung cao về các tình huống, nhân cách con người, nhiều tình huống kịch tính, đáng đồng tiền.",4,2,2,2,full_agreement
28 Năm Sau: Hậu Tận Thế,Nguyễn Lê Phương Duy,7,Nội dung tạm chấp nhận được,nội dung tạm chấp nhận được,3,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,Hoàng Nhung,9,Phim sau khi xem mình thấy không phí thời gian. Thế thôi 🥰,phim sau khi xem mình thấy không phí thời gian. thế thôi,4,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,Nguyễn Hà Thiện Duyên,8,"Sợ nha, cũng có nhiều phân đoạn chưa rõ ràng nhưng nhìn chung vẫn hay","sợ nha, cũng có nhiều phân đoạn chưa rõ ràng nhưng nhìn chung vẫn hay",3,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,Hà văn huy,7,"Hay nhưng chưa đủ WOW, mình chấm 7 điểm","hay nhưng chưa đủ wow, mình chấm 7 điểm",3,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,Hà Phương Thanh,9,"phim hay, diễn viên đạt, nhưng đối với mình chưa sợ lắm 😖","phim hay, diễn viên đạt, nhưng đối với mình chưa sợ lắm",4,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,Helen Vo,1,Vì có Quốc Trường nên phim tạm,vì có quốc trường nên phim tạm,0,0,0,0,full_agreement
Út Lan: Oán Linh Giữ Của,Lê Hoà,8,Cũng hay ạ,cũng hay ạ,3,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,ĐẶNG HOÀNG KHÁNH DUY,5,Nội dung phim không sâu sắc lắm. Chủ yếu các cảnh hù. Thoại diễn viên không nghe rõ chữ một số đoạn làm cho dễ hiểu lầm.,nội dung phim không sâu sắc lắm. chủ yếu các cảnh hù. thoại diễn viên không nghe rõ chữ một số đoạn làm cho dễ hiểu lầm.,2,1,0,1,resolved_by_rating
Út Lan: Oán Linh Giữ Của,Phúc Hồ,10,Hù hơi quá tay nha ní :)),hù hơi quá tay nha ní :,4,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,Phan Văn Trường,3,"Rời rạc không có dẫn truyện không hiểu được mạch phim , quá khứ hiện tại rời rạc","rời rạc không có dẫn truyện không hiểu được mạch phim , quá khứ hiện tại rời rạc",1,0,0,0,full_agreement
Út Lan: Oán Linh Giữ Của,Tăng Gia Linh,10,"Hay quá tr ơi, nhưng diễn biến nhân vật mình thấy chưa đặc sắc lắm. Nó ko có chiều sâu về nội tâm thêm nữa chi tiết vô lý của nhà họ Mã là sống trong nam thì nên có chi tiết giải thích vì sao chuyển vào đây. Thêm nữa mở đầu thấy hơi lãng xẹt một tí. Nhưng tổng chung quy lại cốt truyện khá hay có chú trọng về nhân vật và hiệu ứng hình ảnh cũng như âm thann","hay quá tr ơi, nhưng diễn biến nhân vật mình thấy chưa đặc sắc lắm. nó ko có chiều sâu về nội tâm thêm nữa chi tiết vô lý của nhà họ mã là sống trong nam thì nên có chi tiết giải thích vì sao chuyển vào đây. thêm nữa mở đầu thấy hơi lãng xẹt một tí. nhưng tổng chung quy lại cốt truyện khá hay có chú trọng về nhân vật và hiệu ứng hình ảnh cũng như âm thann",4,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,Lê Cao Bảo Tâm,7,lạm dụng yếu tố hù doạ quá nhiều,lạm dụng yếu tố hù doạ quá nhiều,3,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,Nguyễn Văn Sơn,6,Phim nhạt buồn ngủ,phim nhạt buồn ngủ,2,1,1,1,full_agreement
Út Lan: Oán Linh Giữ Của,dmaxia,1,"Phim dở tệ. PR quá mức nhưng k đạt được như những thứ vẽ ra. Phim ma nhưng chỉ gây bất ngờ sợ hãi 10ph đầu còn thời gian còn lại như đang ru ngủ người xem. Cốt truyện dở tệ, k có chiều sâu cũng chẳng để lại được dấu ấn gì.Rất phí tiền nếu các bạn nghe review và bỏ tiền đi xem.","phim dở tệ. pr quá mức nhưng k đạt được như những thứ vẽ ra. phim ma nhưng chỉ gây bất ngờ sợ hãi 10ph đầu còn thời gian còn lại như đang ru ngủ người xem. cốt truyện dở tệ, k có chiều sâu cũng chẳng để lại được dấu ấn gì.rất phí tiền nếu các bạn nghe review và bỏ tiền đi xem.",0,0,0,0,full_agreement
Út Lan: Oán Linh Giữ Của,Nguyễn Thị Kim Liên,4,"nữ chính diễn đơ, ko có cảm xúc gì lúc khóc hết, toàn dv gạo cội kéo lại, con ma như đeo mặt nạ","nữ chính diễn đơ, ko có cảm xúc gì lúc khóc hết, toàn dv gạo cội kéo lại, con ma như đeo mặt nạ",1,0,0,0,full_agreement
Út Lan: Oán Linh Giữ Của,Thanh Duc,1,Ko có từ diễn tả,ko có từ diễn tả,0,0,0,0,full_agreement
Út Lan: Oán Linh Giữ Của,Tranvanhaiti,9,"Riêng t cảm nhận, t cx đi xem khá nhiều phim ma Việt Nam, nhưng phim này theo đánh giá tổng quan thì về lòng tham con người, Cốt truyện  t thấy ok hơn các phim ma việt đã chiếu ở Rạp. có chút rung rợn, nhưng cảm xúc cuối phim cũng hay, người con gái xưa lấy chồng không biết mặt chồng không khác gì bị bán đi. t thấy phim này ok, bùa chú các thứ cx gần thực tế với xã hội Việt Nam xưa","riêng t cảm nhận, t cx đi xem khá nhiều phim ma việt nam, nhưng phim này theo đánh giá tổng quan thì về lòng tham con người, cốt truyện t thấy ok hơn các phim ma việt đã chiếu ở rạp. có chút rung rợn, nhưng cảm xúc cuối phim cũng hay, người con gái xưa lấy chồng không biết mặt chồng không khác gì bị bán đi. t thấy phim này ok, bùa chú các thứ cx gần thực tế với xã hội việt nam xưa",4,2,1,2,resolved_by_rating
Út Lan: Oán Linh Giữ Của,Nguyễn Văn Tấn Tài,10,Phim hay hù hơi giựt mình xíu,phim hay hù hơi giựt mình xíu,4,2,2,2,full_agreement
Út Lan: Oán Linh Giữ Của,Duy Phạm,1,Phim dở nha,phim dở nha,0,0,0,0,full_agreement
Út Lan: Oán Linh Giữ Của,Nguyễn Văn Trọng,1,"Hù nhìu ko ấn tượng, nội dung phim quá chán ko như review. Diễn viên xuất sắc.","hù nhìu ko ấn tượng, nội dung phim quá chán ko như review. diễn viên xuất sắc.",0,0,0,0,full_agreement
Út Lan: Oán Linh Giữ Của,Aicute98,7,"Tạm, xem giải trí cũng ổn","tạm, xem giải trí cũng ổn",3,2,2,2,full_agreement
Elio: Cậu Bé Đến Từ Trái Đất,ericxu,9,"Hơi tiếc cho 1 siêu phẩm bị flop 1 cách đúng nghĩa khi bộ phim này được hoàn thiệt 1 cách khá là chỉnh chu, xem đến khúc cuối mình cũng khá cảm động và rơi nước mắt nhiều. Tuy nhiên bản lồng tiếng đã phá nát bộ phim khi cứ áp những từ ""Teen Word"" và thiếu sức sống (sorry mấy bé lồng tiếng nhiều), nếu được thì sau này mình sẽ coi lại bản sub, nhưng thật sự để mà nói thì đây vẫn là 1 bộ phim gia đình khá là đáng để trải nghiệm tại rạp.","hơi tiếc cho 1 siêu phẩm bị flop 1 cách đúng nghĩa khi bộ phim này được hoàn thiệt 1 cách khá là chỉnh chu, xem đến khúc cuối mình cũng khá cảm động và rơi nước mắt nhiều. tuy nhiên bản lồng tiếng đã phá nát bộ phim khi cứ áp những từ ""teen word"" và thiếu sức sống sorry mấy bé lồng tiếng nhiều , nếu được thì sau này mình sẽ coi lại bản sub, nhưng thật sự để mà nói thì đây vẫn là 1 bộ phim gia đình khá là đáng để trải nghiệm tại rạp.",4,2,2,2,full_agreement
Elio: Cậu Bé Đến Từ Trái Đất,Trần Thương Tuấn,10,Phim hay nha!!!,phim hay nha!!!,4,2,2,2,full_agreement
F1,Đào Đặng Thanh Quỳnh,6,"Nếu là người xem F1 thật bạn sẽ thấy kịch bản nó nhiều lỗ hổng, phi lý, nhân vật nữ technical director k đc khai thác, bị minh họa nông và thiếu hợp lý
Điểm cộng là phần hình ảnh thật sự quay rất đẹp, lâu lâu cameo vài nhân vật từ F1 thật nên thú vị. Âm thanh cũng là 1 điểm cộng, nói chung với ai k xem F1 thật thì đây sẽ là 1 trải nghiệm mãn nhãn, còn ng có coi thì...","nếu là người xem f1 thật bạn sẽ thấy kịch bản nó nhiều lỗ hổng, phi lý, nhân vật nữ technical director k đc khai thác, bị minh hoạ nông và thiếu hợp lý điểm cộng là phần hình ảnh thật sự quay rất đẹp, lâu lâu cameo vài nhân vật từ f1 thật nên thú vị. âm thanh cũng là 1 điểm cộng, nói chung với ai k xem f1 thật thì đây sẽ là 1 trải nghiệm mãn nhãn, còn ng có coi thì...",2,1,1,1,full_agreement
F1,ericxu,9,"Phim không chỉ về đua xe, mà là cả 1 kiến thức về F1 và được chiêm ngưỡng trực tiếp trên màn ảnh =))) đã thôi rồi luôn á, dù phim hơi dài nhưng không sao hihi. 

P/S: soundtrack của Tate Mcrae với Rosé nghe mê nha trời ơi!!!! :3","phim không chỉ về đua xe, mà là cả 1 kiến thức về f1 và được chiêm ngưỡng trực tiếp trên màn ảnh đã thôi rồi luôn á, dù phim hơi dài nhưng không sao hihi. p s: soundtrack của tate mcrae với rosé nghe mê nha trời ơi!!!! :3",4,2,2,2,full_agreement
F1,holee5heet,10,nó là cái ghế vì hay không phải bàn,nó là cái ghế vì hay không phải bàn,4,2,2,2,full_agreement
F1,dongle2849,10,"Đừng tưởng chỉ vào coi đua xe, một nội dung rất cuốn","đừng tưởng chỉ vào coi đua xe, một nội dung rất cuốn",4,2,2,2,full_agreement
Halabala: Rừng Ma Tế Xác,Long,1,"Dở quá, kết dở, tình tiết dở 🤡","dở quá, kết dở, tình tiết dở",0,0,0,0,full_agreement
Halabala: Rừng Ma Tế Xác,Trần Việt Phương,9,Cái kết hơi lãng xẹt chút nhưng nội dung hay,cái kết hơi lãng xẹt chút nhưng nội dung hay,4,2,2,2,full_agreement
Halabala: Rừng Ma Tế Xác,MACANHHAO,1,"Dỡ , kết thúc lãng xẹt","dỡ , kết thúc lãng xẹt",0,0,0,0,full_agreement
Halabala: Rừng Ma Tế Xác,Trần Đông,1,Phim như .... Cái kết lãng xẹt,phim như .... cái kết lãng xẹt,0,0,0,0,full_agreement
Ma Không Đầu,Hieuthuba99,3,"Ko hay, mạch phim rời rạc và dài lê thê. Xem đến tận 60p vẫn chưa hiểu tại sao cái xác k đầu! Nói chung mình thấy coi tốn thời gian nha, các a","ko hay, mạch phim rời rạc và dài lê thê. xem đến tận 60p vẫn chưa hiểu tại sao cái xác k đầu! nói chung mình thấy coi tốn thời gian nha, các a",1,0,0,0,full_agreement
Ma Không Đầu,IAMOLD,8,"Tôi sẽ chấm cao hơn nếu đoạn kết được gọt tỉa thêm chút xíu.
.
.
Nhưng nói chung thì được.",tôi sẽ chấm cao hơn nếu đoạn kết được gọt tỉa thêm chút xíu. . . nhưng nói chung thì được.,3,2,2,2,full_agreement
Ma Không Đầu,Bảo Nam,10,Kinh dị hay,kinh dị hay,4,2,2,2,full_agreement
Ma Không Đầu,Phan Thị Ngọc Trúc,10,Hết hồn kịch tính cảm động,hết hồn kịch tính cảm động,4,2,2,2,full_agreement
Ma Không Đầu,Nguyễn trần duy tuấn,9,Hay và rất ý nghĩa,hay và rất ý nghĩa,4,2,2,2,full_agreement
Ma Không Đầu,Nguyễn Văn Nguyên,6,Ngoài hù ra thì kg có giá trị nhân văn gì,ngoài hù ra thì kg có giá trị nhân văn gì,2,1,1,1,full_agreement
MEGAN 2.0,ankunstudio,10,MEGAN 2.0 tiếp nối 1.0 là bộ phim kể về Robot Megan do nhóm phát triển 4 người từ món đồ chơi có ý tưởng phát triển ROBOT để bảo vệ trẻ thành một món đồ chơi. Nhưng lại xảy ra những vấn đề AI tự học và bổ sung trí tuệ. Đáng xem...,megan 2.0 tiếp nối 1.0 là bộ phim kể về robot megan do nhóm phát triển 4 người từ món đồ chơi có ý tưởng phát triển robot để bảo vệ trẻ thành một món đồ chơi. nhưng lại xảy ra những vấn đề ai tự học và bổ sung trí tuệ. đáng xem...,4,2,2,2,full_agreement
MEGAN 2.0,diepnguyentam,8,"The main characters were still kinda interesting, well-developed and likeable. However, the storyline wasn't as well-written as the first movie. But, I like it.","the main characters were still kinda interesting, well-developed and likeable. however, the storyline wasn't as well-written as the first movie. but, i like it.",3,2,2,2,full_agreement
Mượn Rượu Đẩy Kèo,Lê Hoàng Huân,8,"Phim khá hay, nhưng kén người xem vì có những nhiều thuật ngữ","phim khá hay, nhưng kén người xem vì có những nhiều thuật ngữ",3,2,2,2,full_agreement
Thunderbolts: Biệt Đội Sấm Sét,IAMOLD,10,"aren't we all dirty and petty inside?
.
.
.
yet when you looking out of your window, and everything is different than what you perceive","aren't we all dirty and petty inside? . . . yet when you looking out of your window, and everything is different than what you perceive",4,2,2,2,full_agreement
Thunderbolts: Biệt Đội Sấm Sét,chrisla2503,6,"phim xem được nhất của phase 5 sau Guardian 3, chưa thật sự xuất sắc nhưng nhip phim mạch lạc và ổn. Đánh nhau chưa đã mắt.","phim xem được nhất của phase 5 sau guardian 3, chưa thật sự xuất sắc nhưng nhip phim mạch lạc và ổn. đánh nhau chưa đã mắt.",2,1,1,1,full_agreement
Thunderbolts: Biệt Đội Sấm Sét,Trần Phước Hưng,8,"Phim này mặc dù cảm giác là bộ phim kinh phí thấp nhưng kĩ xảo vẫn tốt hơn hầu hết các phim VN từ góc quay đến bối cảnh,  màu sắc. Xem giải trí oke","phim này mặc dù cảm giác là bộ phim kinh phí thấp nhưng kĩ xảo vẫn tốt hơn hầu hết các phim vn từ góc quay đến bối cảnh, màu sắc. xem giải trí oke",3,2,2,2,full_agreement
Thunderbolts: Biệt Đội Sấm Sét,Nguyễn Khánh Linh,7,Xà lơ nhưng zui,xà lơ nhưng zui,3,2,2,2,full_agreement
Thunderbolts: Biệt Đội Sấm Sét,diepnguyentam,8,"Phim khai thác một đề tài không mấy dễ chịu nhưng được kể theo một cách dễ chịu. Phim cũng đạt được sự cân bằng giữa yếu tố hành động, hài hước và thông điệp muốn truyền tải.","phim khai thác một đề tài không mấy dễ chịu nhưng được kể theo một cách dễ chịu. phim cũng đạt được sự cân bằng giữa yếu tố hành động, hài hước và thông điệp muốn truyền tải.",3,2,2,2,full_agreement
Mật Danh Kế Toán 2,ericxu,9,"Ta nói phim nó thảmmmmmm...... bị mấy phim việt ép suất lòi mu nên phải xách dép 9h sáng đi coi, nhưng thật sự thấy nó rất xứng. Diễn xuất của 2 anh nam chính phụ thì khỏi bàn rồi ha, còn chất lượng phim khá ổn dù có khúc hơi dài dòng tí, nhưng tổng thể thì phim đã nha hihi. Mãi iu Ben Affleck 🫶🏻","ta nói phim nó thảmmmmmm...... bị mấy phim việt ép suất lòi mu nên phải xách dép 9h sáng đi coi, nhưng thật sự thấy nó rất xứng. diễn xuất của 2 anh nam chính phụ thì khỏi bàn rồi ha, còn chất lượng phim khá ổn dù có khúc hơi dài dòng tí, nhưng tổng thể thì phim đã nha hihi. mãi iu ben affleck",4,2,2,2,full_agreement
Mật Danh Kế Toán 2,IAMOLD,9,"the action were a little bit lazy this time around
.
other than that, it's a good ride","the action were a little bit lazy this time around . other than that, it's a good ride",4,2,2,2,full_agreement
Shin Cậu Bé Bút Chì: Bí Ẩn! Học Viện Hoa Lệ Tenkasu,Hồ Ngân Hà,10,phim hài vl😭😭😭xem cười tắt thở,phim hài vl xem cười tắt thở,4,2,2,2,full_agreement
Đêm Thánh Đội Săn Quỷ,Hung2545,2,"Phím chán vãi nhồi đủ thể loại vào rồi làm chả đâu vào, đâu kinh dị chả đến hành động được chú ma gánh hết, lại còn cho thêm tí hài hước mất đi sự nghiêm túc,chừ tà thì chỉ đơn giản nói quỷ tự khai tên ra trông thiếu đầu tư thật sự, là t chắc t tự khai tên ra rồi trở về địa ngục á, xây dựng nhân vật chả có tí đầu tư nào thứ duy nhất thu hút dc người xem là chú ma đúng phí tiền","phím chán vãi nhồi đủ thể loại vào rồi làm chả đâu vào, đâu kinh dị chả đến hành động được chú ma gánh hết, lại còn cho thêm tí hài hước mất đi sự nghiêm túc,chừ tà thì chỉ đơn giản nói quỷ tự khai tên ra trông thiếu đầu tư thật sự, là t chắc t tự khai tên ra rồi trở về địa ngục á, xây dựng nhân vật chả có tí đầu tư nào thứ duy nhất thu hút dc người xem là chú ma đúng phí tiền",0,0,0,0,full_agreement
Đêm Thánh Đội Săn Quỷ,Nguyễn Thùy An,10,"Phim rất hay,cuốn từ đầu đến cuối,lúc kết hơi hụt hẫng vì đang xem hay ước gì dài thêm xíu nữa để coi cho đã","phim rất hay,cuốn từ đầu đến cuối,lúc kết hơi hụt hẫng vì đang xem hay ước gì dài thêm xíu nữa để coi cho đã",4,2,2,2,full_agreement
Đêm Thánh Đội Săn Quỷ,Anh DUy,4,"Xem phí tiền, còn thua phim VN","xem phí tiền, còn thua phim vn",1,0,0,0,full_agreement
Đêm Thánh Đội Săn Quỷ,Trịnh Hán Thạnh,7,tình tiết hơi nhanh...dễ đoán...,tình tiết hơi nhanh...dễ đoán...,3,2,2,2,full_agreement
Đêm Thánh Đội Săn Quỷ,MaiLinhh,10,ai thích hành động pha kinh dị nên đi xem gấp,ai thích hành động pha kinh dị nên đi xem gấp,4,2,2,2,full_agreement
Đêm Thánh Đội Săn Quỷ,Nguyễn Thị Ngọc Diệp,2,phim quá chán,phim quá chán,0,0,0,0,full_agreement
Đêm Thánh Đội Săn Quỷ,Tai Pham,7,Phim coi hay nhưng tôi thấy chưa đủ hấp dẫn lắm,phim coi hay nhưng tôi thấy chưa đủ hấp dẫn lắm,3,2,2,2,full_agreement
Đêm Thánh Đội Săn Quỷ,Nguyễn Sĩ Hiển,10,"Đáng xem nha
Chú Ma nấm đấm khỏi nói
Seohyun thì đẹp khỏi bàn",đáng xem nha chú ma nấm đấm khỏi nói seohyun thì đẹp khỏi bàn,4,2,2,2,full_agreement
Cuộc Chiến Không Trọng Lực,ericxu,7,"Phim xem cũng oke, nhưng nhiều cảnh quay gây tróng mặt và nội dung cũng đơn giản nhưng kỹ xảo rất đẹp nên cho 7 điểm.","phim xem cũng oke, nhưng nhiều cảnh quay gây tróng mặt và nội dung cũng đơn giản nhưng kỹ xảo rất đẹp nên cho 7 điểm.",3,2,1,2,resolved_by_rating
Until Dawn: Bí Mật Kinh Hoàng,ericxu,5,"Ê nói thật thì phim.... khá tệ @_@ nội dung cũng có máu me như quảng cáo, nhưng phim làm rất là lê thê và lòng vòng, tưởng khúc cuối sẽ cứu vãn ai dè như quần luôn, chê nha.","ê nói thật thì phim.... khá tệ _ nội dung cũng có máu me như quảng cáo, nhưng phim làm rất là lê thê và lòng vòng, tưởng khúc cuối sẽ cứu vãn ai dè như quần luôn, chê nha.",2,1,1,1,full_agreement
Until Dawn: Bí Mật Kinh Hoàng,Trần Việt Phương,10,"Quá xuất sắc, đúng nghĩa một bộ phim kinh dị muốn coi, sau này coi tiếp","quá xuất sắc, đúng nghĩa một bộ phim kinh dị muốn coi, sau này coi tiếp",4,2,2,2,full_agreement
Yadang: Ba Mặt Lật Kèo,Thanh Hay,10,Verry goood nhookk,verry goood nhookk,4,2,2,2,full_agreement
Yadang: Ba Mặt Lật Kèo,Nhi.,10,"Phim hay, 10/10 rất đáng xem","phim hay, 10 10 rất đáng xem",4,2,2,2,full_agreement
Yadang: Ba Mặt Lật Kèo,Bùi Kim Thuận,9,Phim hay nha mn,phim hay nha mn,4,2,2,2,full_agreement
Yadang: Ba Mặt Lật Kèo,Trương viết nghĩa,10,"Phim hay , coi cười điên luôn á 🤣","phim hay , coi cười điên luôn á",4,2,2,2,full_agreement
Tội Đồ,ericxu,10,"fxxking magnificent, ta nói nó đỉnhhhhhhh","fxxking magnificent, ta nói nó đỉnhhhhhhh",4,2,2,2,full_agreement
Tội Đồ,IAMOLD,10,everything is amazing,everything is amazing,4,2,2,2,full_agreement
Lilo & Stitch live action,Nguyễn Thị Hoàng Hiền,10,"Bộ phim đầy tình cảm, rất tuyệt vời.","bộ phim đầy tình cảm, rất tuyệt vời.",4,2,2,2,full_agreement
Lilo & Stitch live action,LuckyPanda,10,Phim rất hay và hài.,phim rất hay và hài.,4,2,2,2,full_agreement
Lilo & Stitch live action,Nguyễn Thị Oanh,9,"Phim hay, tình cảm nhưng phục vụ của Beta Đan Phượng hơi chậm.","phim hay, tình cảm nhưng phục vụ của beta đan phượng hơi chậm.",4,2,2,2,full_agreement
Lilo & Stitch live action,IAMOLD,9,I only give it a 9 because I like the original more. I'm bias.,i only give it a 9 because i like the original more. i'm bias.,4,2,2,2,full_agreement
Doraemon Movie 44: Nobita Và Cuộc Phiêu Lưu Vào Thế Giới Trong Tranh,LocDuc,10,doraemon dep,doraemon dep,4,2,2,2,full_agreement
Doraemon Movie 44: Nobita Và Cuộc Phiêu Lưu Vào Thế Giới Trong Tranh,Phan Mỹ Anh,10,Khá hay luôn,khá hay luôn,4,2,2,2,full_agreement
Doraemon Movie 44: Nobita Và Cuộc Phiêu Lưu Vào Thế Giới Trong Tranh,Nguyenthyhihi,8,"Hay nhưng không bằng phần trước, nói chung đã là movie doraemon thì hay không cần cãi hehe","hay nhưng không bằng phần trước, nói chung đã là movie doraemon thì hay không cần cãi hehe",3,2,2,2,full_agreement
